date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,AQI,AQI_Explained
2015-10-09,24.0,16.0,0.0,10.2,6.0,17.0,14.0,20.0,21.0,20.0,17.0,17.0,70.0,0.0,1015.0,24.0,10.0,306.0,11.0,319.0,Hazardous
2015-10-10,24.0,14.0,0.0,5.9,5.0,10.0,10.0,19.0,19.0,19.0,22.0,68.0,57.0,0.0,1015.0,24.0,10.0,291.0,14.0,280.0,Very unhealthy
2015-10-11,22.0,12.0,0.0,11.6,5.0,2.0,7.0,18.0,18.0,18.0,18.0,11.0,52.0,0.0,1021.0,22.0,10.0,226.0,12.0,250.0,Very unhealthy
2015-10-12,23.0,12.0,0.0,11.6,5.0,0.0,8.0,20.0,20.0,20.0,8.0,2.0,46.0,0.0,1023.0,23.0,10.0,285.0,6.0,337.0,Hazardous
2015-10-13,24.0,12.0,0.0,11.6,4.0,0.0,9.0,20.0,20.0,20.0,9.0,31.0,51.0,0.0,1023.0,24.0,10.0,199.0,5.0,341.0,Hazardous
2015-10-14,24.0,13.0,0.0,11.6,6.0,5.0,11.0,20.0,21.0,20.0,12.0,14.0,60.0,0.0,1021.0,24.0,10.0,111.0,8.0,337.0,Hazardous
2015-10-15,25.0,15.0,0.0,11.6,6.0,12.0,16.0,23.0,24.0,23.0,11.0,0.0,68.0,0.0,1019.0,25.0,10.0,122.0,9.0,180.0,Unhealthy
2015-10-16,25.0,15.0,0.0,11.6,6.0,19.0,18.0,23.0,24.0,23.0,11.0,1.0,72.0,0.0,1019.0,25.0,10.0,88.0,9.0,247.0,Very unhealthy
2015-10-17,25.0,15.0,0.0,11.6,6.0,27.0,16.0,23.0,23.0,23.0,13.0,0.0,67.0,0.0,1020.0,25.0,10.0,68.0,10.0,187.0,Unhealthy
2015-10-18,24.0,15.0,0.0,11.6,6.0,34.0,16.0,21.0,22.0,21.0,14.0,10.0,74.0,0.0,1019.0,24.0,10.0,69.0,10.0,260.0,Very unhealthy
2015-10-19,24.0,15.0,0.0,11.6,6.0,41.0,14.0,20.0,21.0,20.0,16.0,34.0,71.0,0.0,1016.0,24.0,10.0,69.0,10.0,253.0,Very unhealthy
2015-10-20,24.0,16.0,0.0,8.6,5.0,48.0,16.0,21.0,22.0,21.0,16.0,51.0,78.0,0.2,1015.0,24.0,10.0,80.0,11.0,233.0,Very unhealthy
2015-10-21,25.0,17.0,0.0,8.7,6.0,56.0,18.0,23.0,24.0,23.0,15.0,7.0,76.0,0.0,1017.0,25.0,10.0,70.0,12.0,263.0,Very unhealthy
2015-10-22,26.0,18.0,0.0,8.7,5.0,63.0,18.0,22.0,22.0,22.0,17.0,30.0,80.0,0.0,1018.0,26.0,9.0,69.0,12.0,331.0,Hazardous
2015-10-23,25.0,17.0,0.0,8.7,6.0,70.0,18.0,24.0,24.0,22.0,14.0,27.0,79.0,0.0,1018.0,25.0,9.0,78.0,11.0,297.0,Very unhealthy
2015-10-24,22.0,17.0,0.0,7.2,5.0,77.0,17.0,21.0,23.0,21.0,17.0,45.0,77.0,0.1,1019.0,22.0,10.0,110.0,13.0,293.0,Very unhealthy
2015-10-26,26.0,18.0,0.0,8.7,6.0,92.0,18.0,23.0,23.0,22.0,21.0,27.0,78.0,0.0,1017.0,26.0,10.0,154.0,15.0,290.0,Very unhealthy
2015-10-27,21.0,14.0,0.0,8.7,4.0,99.0,11.0,18.0,18.0,18.0,27.0,36.0,63.0,0.0,1019.0,21.0,10.0,322.0,20.0,287.0,Very unhealthy
2015-10-28,20.0,11.0,0.0,8.7,5.0,100.0,6.0,17.0,18.0,17.0,10.0,27.0,48.0,0.0,1022.0,20.0,10.0,96.0,6.0,326.0,Hazardous
2015-10-29,17.0,15.0,0.0,4.1,4.0,86.0,13.0,17.0,17.0,17.0,20.0,95.0,80.0,10.3,1022.0,17.0,9.0,40.0,13.0,322.0,Hazardous
2015-10-30,19.0,14.0,0.0,7.2,4.0,79.0,11.0,16.0,17.0,16.0,28.0,61.0,69.0,0.1,1027.0,19.0,10.0,101.0,19.0,263.0,Very unhealthy
2015-10-31,18.0,14.0,0.0,7.2,4.0,75.0,8.0,16.0,16.0,16.0,20.0,64.0,60.0,0.0,1030.0,18.0,10.0,104.0,15.0,207.0,Very unhealthy
2015-11-01,14.0,10.0,0.0,5.6,3.0,59.0,10.0,12.0,13.0,12.0,16.0,63.0,80.0,4.1,1026.0,14.0,10.0,308.0,11.0,162.0,Unhealthy
2015-11-02,18.0,9.0,0.0,8.7,4.0,52.0,7.0,15.0,16.0,15.0,14.0,1.0,55.0,0.0,1026.0,18.0,10.0,239.0,11.0,237.0,Very unhealthy
2015-11-03,20.0,10.0,0.0,8.7,5.0,44.0,11.0,18.0,18.0,18.0,17.0,16.0,65.0,0.0,1026.0,20.0,10.0,101.0,12.0,346.0,Hazardous
2015-11-04,19.0,15.0,0.0,4.1,4.0,37.0,16.0,18.0,18.0,18.0,21.0,76.0,85.0,0.7,1024.0,19.0,8.0,131.0,13.0,334.0,Hazardous
2015-11-05,24.0,18.0,0.0,7.2,5.0,29.0,18.0,21.0,21.0,21.0,16.0,75.0,85.0,1.0,1021.0,24.0,8.0,139.0,11.0,240.0,Very unhealthy
2015-11-06,26.0,19.0,0.0,8.7,5.0,22.0,19.0,24.0,24.0,22.0,33.0,59.0,88.0,0.0,1018.0,26.0,10.0,146.0,22.0,253.0,Very unhealthy
2015-11-07,25.0,16.0,0.0,4.1,5.0,14.0,18.0,23.0,23.0,21.0,26.0,80.0,82.0,0.3,1017.0,25.0,10.0,257.0,18.0,188.0,Unhealthy
2015-11-08,18.0,14.0,0.0,4.1,4.0,6.0,11.0,15.0,15.0,15.0,23.0,96.0,77.0,0.9,1021.0,18.0,8.0,313.0,18.0,300.0,Very unhealthy
2015-11-09,15.0,11.0,0.0,5.6,3.0,0.0,9.0,12.0,13.0,12.0,26.0,57.0,75.0,1.1,1024.0,15.0,10.0,328.0,20.0,333.0,Hazardous
2015-11-10,16.0,9.0,0.0,7.2,3.0,0.0,8.0,13.0,14.0,13.0,18.0,48.0,70.0,0.0,1026.0,16.0,10.0,134.0,13.0,334.0,Hazardous
2015-11-11,18.0,13.0,0.0,7.1,4.0,0.0,10.0,15.0,15.0,15.0,18.0,61.0,69.0,0.1,1026.0,18.0,10.0,81.0,13.0,310.0,Hazardous
2015-11-12,17.0,14.0,0.0,3.9,4.0,1.0,13.0,16.0,16.0,16.0,8.0,87.0,84.0,0.0,1023.0,17.0,9.0,88.0,6.0,243.0,Very unhealthy
2015-11-13,17.0,13.0,0.0,5.5,4.0,8.0,13.0,15.0,15.0,15.0,22.0,80.0,86.0,2.1,1018.0,17.0,9.0,265.0,16.0,319.0,Hazardous
2015-11-14,18.0,13.0,0.0,5.5,4.0,16.0,11.0,15.0,15.0,15.0,16.0,41.0,74.0,0.0,1019.0,18.0,10.0,303.0,12.0,318.0,Hazardous
2015-11-15,20.0,12.0,0.0,8.7,5.0,24.0,13.0,17.0,17.0,17.0,17.0,23.0,74.0,0.0,1019.0,20.0,10.0,116.0,12.0,351.0,Hazardous
2015-11-16,21.0,16.0,0.0,3.9,4.0,31.0,16.0,18.0,18.0,18.0,23.0,89.0,88.0,4.5,1016.0,21.0,10.0,179.0,15.0,345.0,Hazardous
2015-11-17,17.0,15.0,0.0,3.9,4.0,39.0,15.0,17.0,17.0,17.0,24.0,100.0,91.0,15.9,1017.0,17.0,9.0,34.0,17.0,324.0,Hazardous
2015-11-18,17.0,14.0,0.0,3.9,4.0,46.0,14.0,16.0,16.0,16.0,25.0,98.0,85.0,1.8,1020.0,17.0,10.0,99.0,17.0,210.0,Very unhealthy
2015-11-19,14.0,14.0,0.0,3.9,3.0,54.0,11.0,14.0,14.0,14.0,12.0,99.0,84.0,0.5,1023.0,14.0,9.0,22.0,9.0,180.0,Unhealthy
2015-11-20,15.0,14.0,0.0,3.9,3.0,61.0,13.0,15.0,15.0,15.0,15.0,99.0,88.0,1.7,1023.0,15.0,8.0,31.0,10.0,223.0,Very unhealthy
2015-11-21,17.0,15.0,0.0,3.9,4.0,69.0,16.0,17.0,17.0,17.0,19.0,100.0,94.0,8.1,1024.0,17.0,8.0,74.0,13.0,293.0,Very unhealthy
2015-11-22,19.0,17.0,0.0,3.9,4.0,76.0,16.0,18.0,18.0,18.0,20.0,94.0,92.0,5.8,1023.0,19.0,8.0,79.0,13.0,214.0,Very unhealthy
2015-11-23,17.0,15.0,0.0,3.8,4.0,84.0,15.0,16.0,17.0,16.0,23.0,88.0,90.0,1.3,1023.0,17.0,9.0,165.0,16.0,200.0,Unhealthy
2015-11-24,14.0,11.0,0.0,3.8,3.0,91.0,11.0,12.0,14.0,12.0,32.0,99.0,84.0,0.0,1024.0,14.0,10.0,75.0,22.0,227.0,Very unhealthy
2015-11-25,8.0,5.0,0.0,5.5,2.0,99.0,3.0,3.0,7.0,3.0,36.0,86.0,78.0,1.5,1026.0,8.0,10.0,312.0,27.0,160.0,Unhealthy
2015-11-26,5.0,0.0,0.0,8.7,2.0,100.0,-5.0,-3.0,3.0,-3.0,35.0,18.0,58.0,0.0,1029.0,5.0,10.0,306.0,27.0,220.0,Very unhealthy
2015-11-27,6.0,-1.0,0.0,7.1,1.0,86.0,-6.0,2.0,4.0,2.0,11.0,31.0,48.0,0.0,1030.0,6.0,10.0,213.0,9.0,320.0,Hazardous
2015-11-28,14.0,6.0,0.0,7.1,3.0,78.0,2.0,10.0,11.0,10.0,10.0,67.0,57.0,0.2,1028.0,14.0,9.0,180.0,6.0,300.0,Very unhealthy
2015-11-29,13.0,9.0,0.0,3.8,3.0,71.0,10.0,12.0,12.0,12.0,5.0,93.0,87.0,2.1,1026.0,13.0,9.0,158.0,4.0,324.0,Hazardous
2015-11-30,16.0,10.0,0.0,7.1,3.0,63.0,11.0,13.0,14.0,13.0,11.0,29.0,81.0,0.0,1025.0,16.0,10.0,91.0,8.0,329.0,Hazardous
2015-12-01,17.0,12.0,0.0,3.8,3.0,61.0,11.0,14.0,14.0,14.0,24.0,57.0,82.0,0.0,1022.0,17.0,10.0,113.0,15.0,348.0,Hazardous
2015-12-02,13.0,8.0,0.0,5.4,3.0,54.0,8.0,11.0,13.0,11.0,28.0,76.0,76.0,3.3,1021.0,13.0,10.0,295.0,18.0,312.0,Hazardous
2015-12-03,13.0,6.0,0.0,8.7,3.0,46.0,-1.0,8.0,10.0,8.0,26.0,8.0,48.0,0.0,1026.0,13.0,10.0,298.0,19.0,326.0,Hazardous
2015-12-04,10.0,4.0,0.0,8.7,3.0,39.0,-5.0,6.0,8.0,6.0,17.0,22.0,42.0,0.0,1029.0,10.0,10.0,327.0,11.0,314.0,Hazardous
2015-12-05,7.0,4.0,0.0,3.8,2.0,32.0,-1.0,5.0,6.0,5.0,7.0,97.0,63.0,4.6,1029.0,7.0,9.0,260.0,5.0,305.0,Hazardous
2015-12-06,11.0,4.0,0.0,8.7,2.0,25.0,3.0,6.0,8.0,6.0,15.0,49.0,72.0,1.9,1030.0,11.0,10.0,294.0,12.0,325.0,Hazardous
2015-12-07,13.0,6.0,0.0,8.7,3.0,17.0,7.0,11.0,12.0,11.0,13.0,1.0,72.0,0.0,1031.0,13.0,10.0,144.0,11.0,341.0,Hazardous
2015-12-08,14.0,7.0,0.0,5.4,3.0,10.0,7.0,12.0,12.0,12.0,15.0,35.0,72.0,0.0,1031.0,14.0,10.0,69.0,11.0,320.0,Hazardous
2015-12-09,16.0,10.0,0.0,3.8,3.0,3.0,11.0,12.0,13.0,12.0,19.0,81.0,86.0,1.4,1024.0,16.0,8.0,92.0,12.0,217.0,Very unhealthy
2015-12-10,13.0,11.0,0.0,3.8,3.0,0.0,11.0,11.0,12.0,11.0,28.0,97.0,93.0,5.4,1017.0,13.0,9.0,305.0,19.0,263.0,Very unhealthy
2015-12-11,11.0,6.0,0.0,5.4,2.0,0.0,7.0,8.0,10.0,8.0,23.0,68.0,82.0,0.2,1022.0,11.0,9.0,299.0,17.0,273.0,Very unhealthy
2015-12-12,12.0,5.0,0.0,8.7,3.0,4.0,7.0,10.0,11.0,10.0,10.0,9.0,77.0,0.0,1024.0,12.0,10.0,196.0,8.0,317.0,Hazardous
2015-12-13,10.0,7.0,0.0,3.8,2.0,12.0,7.0,7.0,9.0,7.0,15.0,94.0,89.0,1.0,1023.0,10.0,8.0,213.0,11.0,309.0,Hazardous
2015-12-14,9.0,6.0,0.0,7.1,2.0,19.0,3.0,5.0,8.0,5.0,22.0,58.0,74.0,0.0,1024.0,9.0,10.0,300.0,15.0,320.0,Hazardous
2015-12-15,10.0,5.0,0.0,8.7,3.0,26.0,0.0,5.0,8.0,5.0,20.0,32.0,61.0,0.0,1026.0,10.0,10.0,310.0,14.0,365.0,Hazardous
2015-12-16,7.0,2.0,0.0,8.7,3.0,33.0,-5.0,1.0,5.0,1.0,29.0,4.0,48.0,0.0,1030.0,7.0,10.0,319.0,21.0,417.0,Hazardous
2015-12-17,5.0,0.0,0.0,8.7,2.0,41.0,-8.0,0.0,4.0,0.0,19.0,0.0,43.0,0.0,1034.0,5.0,10.0,320.0,16.0,322.0,Hazardous
2015-12-18,3.0,1.0,0.0,8.7,2.0,48.0,-6.0,1.0,4.0,1.0,14.0,19.0,48.0,0.0,1033.0,3.0,10.0,309.0,10.0,304.0,Hazardous
2015-12-19,11.0,5.0,0.0,5.4,2.0,55.0,2.0,7.0,9.0,7.0,18.0,37.0,63.0,0.0,1027.0,11.0,10.0,195.0,12.0,313.0,Hazardous
2015-12-20,11.0,6.0,0.0,5.4,2.0,62.0,3.0,7.0,9.0,7.0,21.0,59.0,68.0,0.8,1026.0,11.0,9.0,189.0,15.0,260.0,Very unhealthy
2015-12-21,9.0,6.0,0.0,8.7,3.0,70.0,5.0,7.0,8.0,7.0,12.0,48.0,81.0,0.2,1028.0,9.0,10.0,151.0,9.0,293.0,Very unhealthy
2015-12-22,16.0,10.0,0.0,7.1,3.0,77.0,10.0,12.0,13.0,12.0,14.0,70.0,83.0,2.9,1024.0,16.0,10.0,179.0,9.0,359.0,Hazardous
2015-12-23,12.0,9.0,0.0,3.8,3.0,84.0,9.0,9.0,11.0,9.0,18.0,83.0,89.0,0.0,1022.0,12.0,10.0,204.0,13.0,336.0,Hazardous
2015-12-24,10.0,8.0,0.0,3.8,2.0,92.0,8.0,8.0,10.0,8.0,21.0,98.0,89.0,3.1,1023.0,10.0,8.0,107.0,15.0,395.0,Hazardous
2015-12-25,11.0,6.0,0.0,8.7,3.0,99.0,6.0,7.0,9.0,7.0,17.0,25.0,78.0,0.0,1026.0,11.0,10.0,293.0,13.0,314.0,Hazardous
2015-12-26,13.0,5.0,0.0,8.7,3.0,100.0,6.0,11.0,12.0,11.0,12.0,3.0,67.0,0.0,1024.0,13.0,10.0,210.0,10.0,379.0,Hazardous
2015-12-27,11.0,5.0,0.0,3.9,2.0,87.0,4.0,6.0,8.0,6.0,23.0,68.0,76.0,0.1,1030.0,11.0,10.0,64.0,16.0,343.0,Hazardous
2015-12-28,8.0,3.0,0.0,8.7,3.0,79.0,1.0,4.0,7.0,4.0,18.0,26.0,68.0,0.0,1034.0,8.0,10.0,307.0,14.0,320.0,Hazardous
2015-12-29,9.0,5.0,0.0,7.1,2.0,72.0,2.0,5.0,8.0,5.0,20.0,57.0,68.0,0.3,1026.0,9.0,10.0,214.0,14.0,267.0,Very unhealthy
2015-12-30,12.0,4.0,0.0,8.7,3.0,65.0,5.0,10.0,11.0,10.0,8.0,15.0,71.0,0.0,1030.0,12.0,10.0,244.0,6.0,319.0,Hazardous
2015-12-31,10.0,4.0,0.0,8.7,3.0,61.0,3.0,7.0,9.0,7.0,15.0,4.0,68.0,0.0,1034.0,10.0,10.0,227.0,12.0,327.0,Hazardous
2016-01-01,12.0,3.0,0.0,8.7,3.0,50.0,6.0,10.0,11.0,10.0,13.0,6.0,72.0,0.0,1031.0,12.0,10.0,132.0,10.0,365.0,Hazardous
2016-01-04,8.0,4.0,0.0,5.5,2.0,28.0,0.0,4.0,7.0,4.0,19.0,59.0,66.0,0.2,1026.0,8.0,10.0,177.0,14.0,358.0,Hazardous
2016-03-14,12.0,4.0,0.0,10.2,2.0,36.0,3.0,6.0,9.0,6.0,21.0,26.0,70.0,0.0,1026.0,12.0,10.0,114.0,16.0,314.0,Hazardous
2016-03-15,12.0,3.0,0.0,10.2,2.0,44.0,2.0,6.0,9.0,6.0,21.0,41.0,64.0,0.0,1022.0,12.0,10.0,105.0,15.0,320.0,Hazardous
2016-03-16,17.0,9.0,0.0,11.6,4.0,51.0,7.0,12.0,13.0,12.0,15.0,18.0,69.0,0.0,1019.0,17.0,10.0,123.0,11.0,273.0,Very unhealthy
2016-03-17,17.0,9.0,0.0,7.4,3.0,58.0,12.0,13.0,14.0,13.0,21.0,63.0,89.0,0.1,1016.0,17.0,8.0,124.0,14.0,290.0,Very unhealthy
2016-03-18,19.0,13.0,0.0,6.0,4.0,65.0,14.0,16.0,16.0,16.0,9.0,89.0,86.0,0.0,1012.0,19.0,8.0,177.0,6.0,270.0,Very unhealthy
2016-03-19,16.0,9.0,0.0,10.3,3.0,73.0,11.0,13.0,13.0,13.0,14.0,68.0,88.0,0.2,1018.0,16.0,7.0,49.0,10.0,334.0,Hazardous
2016-03-20,17.0,7.0,0.0,10.5,3.0,80.0,6.0,11.0,12.0,11.0,19.0,41.0,67.0,0.0,1022.0,17.0,10.0,56.0,14.0,280.0,Very unhealthy
2016-03-21,15.0,7.0,0.0,12.5,4.0,87.0,7.0,10.0,11.0,10.0,18.0,37.0,74.0,0.0,1022.0,15.0,10.0,76.0,13.0,315.0,Hazardous
2016-03-22,12.0,9.0,0.0,9.2,3.0,94.0,9.0,10.0,11.0,10.0,21.0,76.0,83.0,0.3,1019.0,12.0,9.0,112.0,14.0,316.0,Hazardous
2016-03-23,14.0,6.0,0.0,12.5,3.0,100.0,5.0,8.0,10.0,8.0,30.0,55.0,69.0,0.1,1023.0,14.0,10.0,26.0,21.0,283.0,Very unhealthy
2016-03-24,11.0,5.0,0.0,11.8,2.0,100.0,-1.0,5.0,8.0,5.0,26.0,52.0,55.0,0.0,1029.0,11.0,10.0,178.0,19.0,253.0,Very unhealthy
2016-03-25,14.0,5.0,0.0,11.8,3.0,84.0,-1.0,7.0,9.0,7.0,18.0,57.0,51.0,0.0,1028.0,14.0,10.0,181.0,13.0,163.0,Unhealthy
2016-03-26,15.0,2.0,0.0,11.8,3.0,76.0,-2.0,9.0,10.0,9.0,12.0,45.0,45.0,0.0,1026.0,15.0,10.0,256.0,7.0,247.0,Very unhealthy
2016-03-27,17.0,5.0,0.0,12.6,4.0,69.0,1.0,11.0,12.0,11.0,24.0,6.0,49.0,0.0,1025.0,17.0,10.0,285.0,17.0,341.0,Hazardous
2016-03-28,19.0,7.0,0.0,12.6,5.0,62.0,3.0,13.0,14.0,13.0,27.0,4.0,48.0,0.0,1024.0,19.0,10.0,196.0,18.0,335.0,Hazardous
2016-03-29,23.0,10.0,0.0,12.7,4.0,55.0,6.0,16.0,17.0,16.0,20.0,49.0,50.0,0.0,1020.0,23.0,10.0,191.0,13.0,325.0,Hazardous
2016-03-30,20.0,13.0,0.0,9.2,4.0,47.0,9.0,16.0,17.0,16.0,16.0,84.0,61.0,0.1,1020.0,20.0,10.0,205.0,11.0,328.0,Hazardous
2016-03-31,16.0,11.0,0.0,9.2,3.0,43.0,11.0,13.0,14.0,13.0,10.0,74.0,85.0,0.3,1016.0,16.0,10.0,98.0,7.0,310.0,Hazardous
2016-04-01,20.0,10.0,0.0,12.7,5.0,26.0,12.0,16.0,17.0,16.0,20.0,6.0,76.0,0.0,1015.0,20.0,10.0,145.0,15.0,336.0,Hazardous
2016-04-02,20.0,12.0,0.0,10.6,4.0,19.0,14.0,16.0,16.0,16.0,26.0,58.0,84.0,0.0,1014.0,20.0,9.0,141.0,18.0,319.0,Hazardous
2016-04-03,16.0,12.0,0.0,8.0,3.0,11.0,14.0,14.0,15.0,14.0,23.0,100.0,94.0,3.3,1013.0,16.0,6.0,275.0,16.0,315.0,Hazardous
2016-04-04,18.0,10.0,0.0,12.8,3.0,4.0,8.0,13.0,14.0,13.0,18.0,65.0,69.0,0.0,1016.0,18.0,10.0,97.0,13.0,193.0,Unhealthy
2016-04-05,18.0,12.0,0.0,10.6,4.0,0.0,10.0,14.0,15.0,14.0,21.0,75.0,75.0,0.0,1016.0,18.0,10.0,115.0,15.0,167.0,Unhealthy
2016-04-06,21.0,13.0,0.0,9.3,4.0,0.0,16.0,17.0,17.0,17.0,27.0,75.0,90.0,1.7,1009.0,21.0,10.0,161.0,19.0,227.0,Very unhealthy
2016-04-07,18.0,11.0,0.0,10.6,3.0,0.0,13.0,14.0,15.0,14.0,16.0,67.0,87.0,8.2,1013.0,18.0,10.0,243.0,11.0,315.0,Hazardous
2016-04-08,21.0,12.0,0.0,12.8,5.0,3.0,14.0,18.0,18.0,18.0,13.0,11.0,79.0,0.0,1017.0,21.0,10.0,120.0,10.0,301.0,Hazardous
2016-04-09,22.0,13.0,0.0,11.9,4.0,11.0,12.0,16.0,17.0,16.0,16.0,57.0,77.0,0.0,1014.0,22.0,10.0,133.0,11.0,283.0,Very unhealthy
2016-04-10,21.0,11.0,0.0,12.9,4.0,19.0,11.0,17.0,17.0,17.0,13.0,39.0,71.0,0.0,1013.0,21.0,10.0,85.0,9.0,326.0,Hazardous
2016-04-11,20.0,11.0,0.0,9.3,4.0,26.0,10.0,15.0,15.0,15.0,19.0,69.0,70.0,0.0,1017.0,20.0,10.0,86.0,13.0,300.0,Very unhealthy
2016-04-12,18.0,13.0,0.0,10.6,4.0,34.0,14.0,15.0,16.0,15.0,22.0,72.0,90.0,1.9,1011.0,18.0,6.0,132.0,14.0,306.0,Hazardous
2016-04-13,17.0,11.0,0.0,12.9,4.0,41.0,10.0,14.0,15.0,14.0,20.0,64.0,76.0,0.2,1015.0,17.0,9.0,173.0,14.0,333.0,Hazardous
2016-04-14,19.0,11.0,0.0,11.9,4.0,49.0,11.0,15.0,16.0,15.0,18.0,61.0,76.0,0.5,1016.0,19.0,10.0,156.0,13.0,347.0,Hazardous
2016-04-15,21.0,11.0,0.0,11.9,4.0,56.0,12.0,16.0,17.0,16.0,18.0,56.0,75.0,0.5,1015.0,21.0,9.0,156.0,12.0,319.0,Hazardous
2016-04-16,19.0,12.0,0.0,13.0,4.0,64.0,11.0,15.0,16.0,15.0,18.0,60.0,73.0,0.2,1015.0,19.0,9.0,121.0,12.0,207.0,Very unhealthy
2016-04-17,20.0,12.0,0.0,11.9,4.0,71.0,11.0,16.0,17.0,16.0,18.0,49.0,73.0,0.2,1014.0,20.0,10.0,138.0,13.0,309.0,Hazardous
2016-04-18,21.0,12.0,0.0,12.0,4.0,79.0,12.0,17.0,17.0,17.0,22.0,56.0,75.0,0.2,1014.0,21.0,9.0,134.0,15.0,177.0,Unhealthy
2016-04-19,20.0,13.0,0.0,10.7,4.0,87.0,12.0,17.0,17.0,17.0,23.0,57.0,76.0,0.8,1013.0,20.0,9.0,151.0,16.0,190.0,Unhealthy
2016-04-20,19.0,13.0,0.0,13.1,4.0,94.0,12.0,15.0,16.0,15.0,24.0,64.0,81.0,1.3,1013.0,19.0,9.0,188.0,16.0,162.0,Unhealthy
2016-04-21,23.0,14.0,0.0,12.0,5.0,100.0,15.0,19.0,20.0,19.0,19.0,54.0,79.0,0.3,1011.0,23.0,10.0,264.0,14.0,283.0,Very unhealthy
2016-04-22,25.0,15.0,0.0,12.0,5.0,100.0,16.0,23.0,23.0,22.0,18.0,36.0,69.0,0.1,1011.0,25.0,10.0,175.0,13.0,335.0,Hazardous
2016-04-23,16.0,14.0,0.0,8.2,3.0,83.0,13.0,14.0,15.0,14.0,31.0,96.0,90.0,12.9,1011.0,16.0,8.0,83.0,21.0,287.0,Very unhealthy
2016-04-24,20.0,14.0,0.0,10.7,4.0,76.0,12.0,16.0,16.0,16.0,21.0,80.0,79.0,0.6,1014.0,20.0,9.0,70.0,14.0,305.0,Hazardous
2016-04-25,16.0,13.0,0.0,8.2,3.0,68.0,11.0,14.0,15.0,14.0,20.0,92.0,77.0,1.3,1016.0,16.0,9.0,92.0,14.0,302.0,Hazardous
2016-04-26,18.0,14.0,0.0,8.2,4.0,61.0,14.0,16.0,16.0,16.0,18.0,90.0,86.0,0.0,1012.0,18.0,8.0,86.0,13.0,290.0,Very unhealthy
2016-04-27,17.0,14.0,0.0,8.2,4.0,53.0,13.0,15.0,15.0,15.0,26.0,98.0,87.0,0.1,1009.0,17.0,10.0,305.0,19.0,306.0,Hazardous
2016-04-28,23.0,12.0,0.0,13.2,4.0,46.0,12.0,17.0,18.0,17.0,23.0,39.0,73.0,0.1,1014.0,23.0,10.0,240.0,17.0,338.0,Hazardous
2016-04-29,26.0,12.0,0.0,13.2,6.0,38.0,12.0,23.0,23.0,23.0,11.0,1.0,54.0,0.0,1016.0,26.0,10.0,218.0,7.0,348.0,Hazardous
2016-04-30,26.0,15.0,0.0,13.2,6.0,30.0,11.0,21.0,21.0,21.0,30.0,5.0,55.0,0.0,1012.0,26.0,10.0,160.0,19.0,320.0,Hazardous
2016-05-01,27.0,16.0,0.0,13.2,6.0,29.0,15.0,23.0,23.0,23.0,28.0,9.0,65.0,0.0,1010.0,27.0,10.0,159.0,19.0,309.0,Hazardous
2016-05-02,26.0,19.0,0.0,13.3,5.0,22.0,19.0,24.0,24.0,22.0,30.0,47.0,83.0,4.7,1006.0,26.0,10.0,170.0,21.0,250.0,Very unhealthy
2016-05-03,25.0,17.0,0.0,13.3,6.0,15.0,12.0,21.0,22.0,21.0,39.0,16.0,59.0,0.3,1009.0,25.0,10.0,281.0,28.0,237.0,Very unhealthy
2016-05-04,28.0,16.0,0.0,13.3,6.0,8.0,14.0,24.0,24.0,24.0,23.0,7.0,59.0,0.0,1012.0,28.0,10.0,164.0,15.0,304.0,Hazardous
2016-05-05,25.0,20.0,0.0,10.8,5.0,0.0,21.0,25.0,25.0,23.0,23.0,65.0,88.0,0.5,1008.0,25.0,9.0,176.0,15.0,247.0,Very unhealthy
2016-05-06,30.0,19.0,0.0,13.3,6.0,0.0,20.0,25.0,25.0,24.0,20.0,46.0,78.0,0.0,1009.0,30.0,9.0,202.0,15.0,316.0,Hazardous
2016-05-07,20.0,14.0,0.0,8.3,4.0,0.0,13.0,17.0,17.0,17.0,25.0,90.0,79.0,2.5,1015.0,20.0,8.0,75.0,18.0,323.0,Hazardous
2016-05-08,17.0,15.0,0.0,8.3,4.0,7.0,13.0,16.0,16.0,16.0,16.0,99.0,84.0,1.1,1014.0,17.0,10.0,67.0,11.0,200.0,Unhealthy
2016-05-09,20.0,14.0,0.0,8.4,4.0,14.0,15.0,18.0,18.0,18.0,11.0,99.0,87.0,0.0,1011.0,20.0,9.0,57.0,8.0,306.0,Hazardous
2016-05-10,18.0,14.0,0.0,10.8,4.0,21.0,14.0,17.0,17.0,17.0,19.0,74.0,85.0,8.3,1010.0,18.0,8.0,291.0,15.0,188.0,Unhealthy
2016-05-11,26.0,13.0,0.0,13.4,6.0,29.0,15.0,21.0,22.0,21.0,16.0,3.0,72.0,0.0,1012.0,26.0,10.0,200.0,10.0,332.0,Hazardous
2016-05-12,26.0,15.0,0.0,13.4,6.0,36.0,17.0,23.0,23.0,22.0,20.0,0.0,77.0,0.0,1011.0,26.0,10.0,149.0,15.0,312.0,Hazardous
2016-05-13,20.0,16.0,0.0,8.4,4.0,43.0,16.0,19.0,19.0,19.0,19.0,73.0,87.0,0.0,1019.0,20.0,10.0,89.0,14.0,328.0,Hazardous
